Object_ID;class;height_cm;weight_kg;body fat_%;diastolic;systolic;gripforce;sit and bend forward_cm;sit-ups counts;broad jump_cm;age;gender
359;Common-C;171.4;68.3;12.6;62;130;35.9;12.3;52;228;28;1
360;Poor-D;174.6;104.9;36.2;97;150;32.7;-1.3;22;173;43;1
361;Good-B;176;68.9;18.9;82;149;40.2;10.5;44;182;54;1
362;Common-C;167.2;54.8;24.5;80;110;29;19.5;39;175;23;0
363;Good-B;175.4;69.9;14.9;82;143;45.9;23.8;58;230;28;1
364;Common-C;170;66;20.6;95;145;39.6;6;38;185;29;1
365;Poor-D;163;75.5;23.1;77;138;46.7;3.3;42;207;54;1
366;Common-C;178.6;83.9;17.9;76;123;48.5;16.6;43;243;23;1
367;Poor-D;158.3;70.1;32.8;72;124;29.1;21.4;41;149;35;0
368;Good-B;161.4;61.8;29.8;57;118;24.6;18.7;41;168;29;0
369;Poor-D;174.1;80.2;28.2;66;122;35.6;-7.7;40;193;37;1
370;Common-C;178.8;72.9;13.7;62;128;51.1;8.1;51;243;29;1
371;Good-B;160;59.3;20.2;78;118;31;11.5;40;220;45;1
372;Poor-D;159.1;51.3;29.1;73;111;21.3;7.9;24;154;22;0
373;Common-C;174.3;78.1;22.8;83;142;46.7;16.8;52;231;47;1
374;Poor-D;176.9;85.2;24.7;86;143;50.4;2.9;44;192;44;1
375;Excellent-A;161.9;53.9;20.7;68;110;30.3;26;40;173;26;0
376;Excellent-A;165.9;74.8;24.3;91;150;42.2;17.1;54;229;32;1
377;Common-C;161.5;49.4;22.4;59;112;19.9;11;37;157;48;0
378;Poor-D;162.3;56.68;15.9;91;141;34.5;9;23;138;56;1
379;Poor-D;180.6;73.4;17.5;99;152;41;11.2;44;236;26;1
380;Good-B;177.1;71.4;18.1;79;138;51;11.6;57;158;22;1
381;Good-B;166.2;51.8;16.5;91;141;35.9;15.8;40;165;43;0
382;Excellent-A;170;63;25.9;58;112;33.4;20.4;35;190;37;0
383;Excellent-A;162.7;53.9;33.4;73;133;27.6;30.4;42;175;33;0
384;Common-C;168.6;71;22;98;147;49.7;7;39;225;48;1
385;Poor-D;175.8;66.6;14.7;71;128;34.2;2.9;52;240;22;1
386;Poor-D;173.9;79;27;80;139;31.6;0.2;39;206;27;1
387;Excellent-A;171.4;71.7;17.2;90;150;42.5;21.3;54;216;38;1
388;Good-B;164.5;64.02;17.8;65;152;41;13;26;205;62;1
389;Good-B;176.5;69.3;12.7;64;106;46.6;10.6;58;253;31;1
390;Excellent-A;175;69.8;15;63;128;50.3;26.8;60;276;22;1
391;Good-B;179;79.1;5;62;118;53.9;10.3;46;209;29;1
392;Common-C;170;73.6;23.9;65;102;36.5;7;57;217;22;1
393;Good-B;153.9;43.8;23.2;65;121;22;18.5;19;138;50;0
394;Good-B;176.3;71.8;21.2;72;126;45.3;15.4;45;209;32;1
395;Poor-D;163.5;71.1;28.6;85;144;37.9;14.9;35;204;46;1
396;Good-B;178;78.2;19.4;79;134;45.7;11.9;48;218;31;1
397;Good-B;179.6;70;13.1;74;127;49.7;16.7;51;248;22;1
398;Common-C;176.2;83.7;20.5;76;109;46.2;7.8;46;211;28;1
399;Poor-D;173.7;83.8;29.6;99;128;39.3;27.5;60;204;31;1
400;Excellent-A;165.7;57.6;13.6;60;124;33;13.5;41;186;59;1
401;Poor-D;162.1;79.3;43.5;96;155;24.6;20.1;13;135;34;0
402;Common-C;170.8;60.5;11.5;79;117;42.8;14.1;35;233;37;1
403;Good-B;153.2;50.1;28.2;98;159;23.3;26;21;115;64;0
404;Common-C;147.4;52.1;31.1;77;142;20;20.2;23;87;63;0
405;Common-C;160;53.1;26.1;79;115;18.1;34.8;33;108;25;0
406;Poor-D;159.2;68.6;32.1;91;154;30.2;20.6;0;133;57;0
407;Excellent-A;177.1;74.9;17;73;118;47.8;17.8;50;240;41;1
408;Common-C;179.5;87;19.5;85;139;46.3;7.1;57;212;27;1
409;Good-B;166.9;69.5;26.8;95;148;40;11.9;43;189;48;1
410;Excellent-A;157.6;50.1;23.9;63;111;24.2;22;52;160;26;0
411;Excellent-A;179.5;90.8;18.3;79;130;56.9;21.3;51;230;30;1
412;Good-B;175;71;19.7;87;157;45.9;20.5;57;233;34;1
413;Poor-D;182.7;67.6;11.6;91;150;45.4;-11;39;234;23;1
414;Common-C;185;77.9;21;89;141;42.8;15.6;44;195;30;1
415;Good-B;175;72.6;22;88;120;49.8;21.2;58;226;25;1
416;Common-C;174.3;79.68;20.5;84;142;54.7;28.5;38;217;25;1
417;Common-C;184.6;79;22.6;85;131;45.5;6.7;45;194;35;1
418;Good-B;162.4;56.2;23.7;96;145;28;16.6;19;143;54;0
419;Good-B;154.6;53.2;25.1;69;114;27.9;20.2;23;158;50;0
420;Poor-D;175.1;103.6;39.1;89;147;28.8;-14.3;20;119;21;1
421;Excellent-A;163.6;55.2;27.1;67;112;22.7;20.9;29;126;64;0
422;Common-C;173.6;71.2;17.1;85;152;53.4;9.4;53;209;24;1
423;Good-B;167.8;65.7;30.1;85;127;35.9;23.8;43;174;39;0
424;Common-C;183;80.1;17.6;72;138;44.7;21;52;238;21;1
425;Poor-D;165.8;73.8;29.1;84;143;35.3;6;39;197;27;1
426;Excellent-A;166.7;74.1;20.3;85;152;46.3;22.9;59;243;36;1
427;Common-C;162.7;63.9;36.7;77;134;30.5;27.3;30;169;23;0
428;Good-B;164.8;52;22.1;63;101;26.2;24.7;42;153;24;0
429;Common-C;162.4;68.1;25.3;80;120;29.4;12.5;18;140;62;0
430;Common-C;161.5;52;26.4;67;118;23.6;22.5;20;188;39;0
431;Common-C;155;50.7;31.1;90;141;23;28.3;11;150;62;0
432;Common-C;154.8;59.3;34.2;79;112;30.6;10.1;48;167;22;0
433;Poor-D;158;62.3;32.8;94;148;22.4;21.2;7;121;64;0
434;Poor-D;172.1;80.2;23;80;131;49.6;5.9;61;168;22;1
435;Common-C;172.9;76.3;20.7;89;139;56.4;13.9;49;212;22;1
436;Common-C;165.2;53.7;28.9;68;105;21.8;23.3;45;163;24;0
437;Common-C;171.3;65.76;22.9;73;115;31.7;13.4;50;198;43;1
438;Poor-D;176.4;70.4;19.3;94;136;42.1;7.5;31;234;25;1
439;Common-C;156.1;48.9;21.8;89;133;28.3;24.5;30;166;36;0
440;Poor-D;181.9;73.4;16.4;74;133;40.7;-7;36;200;49;1
441;Good-B;150.9;54.4;32.6;65;108;22.1;24.7;21;148;54;0
442;Excellent-A;173.7;76.3;20.3;77;140;45.5;16.5;38;215;56;1
443;Poor-D;179.3;86.4;22.57;71;155;44.9;16.1;49;232;24;1
444;Excellent-A;176.1;69.2;11.3;81;151;48.1;16.3;42;238;46;1
445;Common-C;160;51.8;32.8;80;130;23;10.2;24;120;24;0
446;Common-C;174.8;78.7;20.1;65;141;45.9;12.5;58;199;21;1
447;Good-B;160.8;48.9;27.3;68;113;26.5;17;47;193;21;0
448;Good-B;168.1;57.5;30.2;60;96;26.9;19.8;30;174;25;0
449;Common-C;169.5;61.6;12.4;78;136;27.2;19.3;64;200;21;1
450;Common-C;169;69;23;56;112;33.7;12.8;27;224;51;1
451;Common-C;175.8;66.26;9.9;85;133;42.2;14.6;42;182;21;1
452;Poor-D;171.6;72.5;24.5;74;136;33.3;-3;33;203;21;1
453;Poor-D;157.6;46.8;22.9;77;141;28.4;15.6;15;149;44;0
454;Good-B;153.3;54.9;30.4;83;157;21.3;25;19;121;62;0
455;Common-C;174.4;71.8;22.1;92;142;33.3;6.7;30;173;63;1
456;Excellent-A;163.1;61;26.5;77;123;32.4;21.8;37;170;38;0
457;Good-B;166.2;60.4;23.2;63;125;22.7;26.6;28;151;38;0
458;Excellent-A;163.4;61.3;16.9;82;139;39.3;19.5;51;203;52;1
459;Common-C;177.8;89.3;24.9;78;145;55.5;9.5;35;185;31;1
460;Good-B;157.1;66.2;39.9;79;136;27.2;17.4;27;126;54;0
461;Excellent-A;170.6;69.9;3;75;123;52.4;23.9;60;280;24;1
462;Poor-D;174.5;69.4;16.1;63;109;35.8;19.5;53;195;28;1
463;Common-C;171.5;76.2;18.9;79;127;42.3;18.4;55;214;35;1
464;Good-B;171.4;69.4;15.7;87;141;41.2;19;45;232;25;1
465;Common-C;164;65.8;20.6;93;143;36.3;4.8;37;191;32;1
466;Excellent-A;160.4;55.68;24.3;60;124;29;24.5;64;173;27;0
467;Common-C;166.8;58.4;20.7;77;122;33;10.4;30;181;63;1
468;Good-B;167.3;63.3;12.4;69;140;40.7;18.1;56;277;26;1
469;Common-C;167.8;65.5;17.5;88;149;53.6;16.2;40;220;28;1
470;Common-C;159.4;55.7;30.1;77;117;21.2;21.8;30;156;35;0
471;Excellent-A;171.4;75;23.5;80;154;44.9;18.7;36;180;56;1
472;Good-B;166.6;66;30.2;53;128;31.3;22;40;165;24;0
473;Common-C;181.6;79.6;25.6;77;144;45.5;7.6;43;229;42;1
474;Poor-D;180;92.6;29.2;91;151;38.5;3.2;40;207;27;1
475;Good-B;172.5;78.7;22;99;139;52.3;9.1;38;218;46;1
476;Common-C;173.3;70.8;24.6;84;140;45.4;11.6;53;232;28;1
477;Poor-D;175.3;96.7;30.7;94;153;30.7;-8.7;26;185;48;1
478;Common-C;171.6;62.2;10.8;75;118;40.9;11.4;39;235;28;1
479;Poor-D;169.3;73.84;27.7;83;149;38.9;15.6;45;183;37;1
480;Good-B;168.1;67.1;17.7;81;125;40.4;14.5;44;228;35;1
481;Good-B;170;83.6;20.8;97;159;62.3;25.3;57;224;37;1
482;Excellent-A;167;60.5;19.5;72;127;25.2;20.8;47;210;28;0
483;Excellent-A;171.5;70.7;22.2;82;119;45.5;16.1;66;228;30;1
484;Excellent-A;167.8;76.1;24.8;82;122;43.9;13.9;50;193;50;1
485;Common-C;167.4;66.2;34;62;110;28.5;11.2;38;0;22;0
486;Common-C;170;77.1;24.8;99;145;43.3;8.4;31;200;46;1
487;Poor-D;165.1;55.1;25.7;79;114;23.7;0;27;136;31;0
488;Excellent-A;164.6;67.1;29.9;85;135;30.9;23.6;37;168;54;0
489;Excellent-A;155.4;49.9;24.17116;73;117;27.5;20.8;32;159;36;0
490;Poor-D;171.9;96.6;38.6;117;155;39.5;14.4;18;193;37;1
491;Common-C;172;73.1;14.1;88;137;56;14.3;38;242;37;1
492;Poor-D;183.5;88.7;27;82;134;49.5;-5.3;26;201;21;1
493;Poor-D;152.7;59.8;33.5;47;98;21.7;20.7;19;124;62;0
494;Common-C;153.5;54.4;31.4;80;137;28.1;18.1;31;117;47;0
495;Excellent-A;160.4;58.7;29.1;77;115;29.6;22.1;54;187;24;0
496;Good-B;174.8;81.8;22.7;79;130;47.1;23.2;48;238;26;1
497;Poor-D;161.1;55.9;32.8;60;137;25;16;3;122;29;0
498;Good-B;155.1;52.2;31.8;67;114;21.5;24;30;116;60;0
499;Poor-D;174.5;87.7;31.9;99;146;48.9;3.3;35;182;45;1
500;Poor-D;164.7;82.3;43.7;85;145;23.5;15.2;0;51;61;0
501;Excellent-A;163.9;57.6;20;78;148;40.9;15.9;33;182;63;1
502;Excellent-A;152.9;45;20.8;72;107;24.9;22.4;46;182;22;0
503;Good-B;185.9;69.5;11.9;61;109;38.8;13.4;54;208;21;1
504;Excellent-A;177.3;77.5;15.5;74;117;52;22.3;58;252;32;1
505;Excellent-A;164.5;63.2;28.2;83;131;35.9;18.6;41;166;26;0
506;Common-C;179.3;75.1;16.7;76;130;52;6.3;53;182;22;1
507;Excellent-A;159.5;48.8;24.3;77;141;23.6;24;43;173;28;0
508;Excellent-A;160.6;53.3;22.4;89;141;26.4;19;52;157;28;0
509;Excellent-A;167.2;61;34.3;69;97;29;20.5;41;170;30;0
510;Good-B;159.3;49;20.9;77;135;21.3;21.1;54;171;26;0
511;Poor-D;156.9;55.9;31.3;88;160;25.6;6;4;60;63;0
512;Good-B;164.2;47.4;22.3;67;125;21.4;22.4;44;190;22;0
513;Excellent-A;173;66.8;12;54;115;41;18.5;63;262;23;1
514;Good-B;172.2;70.9;20.5;81;142;39.3;17.5;44;216;42;1
515;Common-C;172;70.6;14.7;62;112;50.1;7.8;59;218;24;1
516;Poor-D;186.8;117.5;28.3;78;133;64.9;19.3;49;213;33;1
517;Excellent-A;170.6;71.7;9.7;69;115;50.5;25.4;65;268;34;1
518;Good-B;168.2;54;15.9;66;102;24.1;27.5;39;159;24;0
519;Common-C;164.3;59.44;28.3;80;120;28.9;14.4;45;179;22;0
520;Poor-D;154;54.7;33.9;78;123;22.5;18.3;28;136;33;0
521;Good-B;165.5;74.2;35.2;95;158;31.9;7.4;27;146;60;1
522;Good-B;171;77.4;22;84;151;44.1;17.4;49;223;25;1
523;Poor-D;182;80.8;24.1;78;141;40.5;-1.6;52;222;27;1
524;Good-B;177;79;17;74;124;53.6;21.2;58;218;26;1
525;Excellent-A;159.5;50;28.5;90;122;24.7;25.7;25;139;56;0
526;Common-C;159.3;64.6;24.9;75;139;34.7;8.1;23;181;63;1
527;Poor-D;169.3;62.3;17.2;70;116;40.9;3.7;42;217;22;1
528;Good-B;160.7;58.2;28.5;57;98;30.5;21.5;31;187;24;0
529;Good-B;173.5;77.7;24.7;96;151;46.9;13.1;39;215;38;1
530;Common-C;171.5;72.9;20.8;88;145;40.5;26.2;29;164;54;1
531;Common-C;182;93.5;22.1;94;145;53.1;21.2;47;192;25;1
532;Poor-D;148.2;53.3;37.4;84;133;20.3;14;9;94;59;0
533;Excellent-A;163.2;52.4;22.7;85;131;27.5;29.1;40;185;22;0
534;Poor-D;167.9;55.9;28.9;55;111;27.2;9.8;21;170;24;0
535;Excellent-A;164.9;55.4;20.3;69;117;28.3;24.6;47;168;24;0
536;Poor-D;175.6;96.4;36.6;95;158;41.5;-0.4;34;159;22;1
537;Common-C;161;61.9;35.6;92;160;25.1;16.3;13;110;55;0
538;Poor-D;163;63.8;34.6;64;120;17.2;-4;0;110;46;0
539;Good-B;168.6;71;33.9;77;128;27;30.6;30;212;22;0
540;Good-B;162.1;56.9;25.14121;73;119;33;24.2;37;147;26;0
541;Poor-D;166.8;69.2;26.5;78;129;34.6;10;35;183;29;1
542;Poor-D;167.2;71.1;27.6;93;154;37.3;9.1;28;196;46;1
543;Poor-D;161.1;66.1;28;82;142;42.7;4;37;173;61;1
544;Poor-D;173.7;73;16.4;64;117;47.2;2.2;35;211;21;1
545;Excellent-A;151.2;52.4;31.7;90;133;23;19.7;33;104;32;0
546;Good-B;171.8;74.8;24.1;77;132;39.9;15.1;45;211;27;1
547;Good-B;179.4;70.5;17.8;72;113;41.1;22.2;51;222;22;1
548;Good-B;177.7;73.9;19;83;143;43;12.7;31;170;58;1
549;Good-B;172.3;65.9;14.4;73;121;43.1;11.7;50;237;26;1
550;Excellent-A;164.2;64;29.7;61;115;26.5;19.9;47;175;21;0
551;Common-C;169.4;75.9;24.5;77;137;40.1;15.9;27;191;59;1
552;Poor-D;173.3;65.3;33.6;77;118;26.5;8.4;13;131;24;0
553;Excellent-A;168;62;12.2;87;133;37.8;20.2;54;211;45;1
554;Excellent-A;179.4;78.6;16.5;86;155;56.2;18.2;56;245;22;1
555;Poor-D;191.6;125.7;35.2;85;156;58;9.2;52;228;35;1
556;Good-B;169.1;64;22.6;94;144;33;12;49;200;28;1
557;Good-B;158.4;57.22;27.8;59;124;27;26.1;43;142;29;0
558;Good-B;169.7;73.9;28.1;80;130;41.2;11.1;35;165;60;1
559;Excellent-A;184.9;73.9;10.2;97;156;56.8;18.2;67;275;22;1
560;Common-C;172.8;54.8;25;77;110;20.9;18.8;39;172;21;0
561;Common-C;173.4;70;22.5;97;137;46.1;6.8;39;228;37;1
562;Excellent-A;154;47.6;23.9;84;129;21.9;24.5;34;149;35;0
563;Excellent-A;170;58.9;18.3;71;123;33.3;25;37;161;26;0
564;Poor-D;161.3;59.8;29.1;73;135;23.1;15.3;7;119;57;0
565;Good-B;177.9;65.2;10.6;95;148;44.5;18.6;53;239;29;1
566;Excellent-A;181.5;98.5;22.8;80;122;61.4;18;56;205;35;1
567;Good-B;167.7;67.9;15.6;76;139;39;20.9;57;225;38;1
568;Poor-D;164.3;63.2;26.2;84;131;44.3;5.3;43;221;28;1
569;Common-C;167.4;59.8;22;89;157;37.8;11.7;19;184;63;1
570;Excellent-A;167.8;68.8;14.8;76;142;52.2;22.4;60;230;47;1
571;Common-C;168.2;74.5;20.2;96;158;46.8;5.8;35;197;57;1
572;Excellent-A;180;85.08;13.1;68;116;56.9;26.4;57;226;30;1
573;Good-B;164.6;66;15.7;78;135;36.4;27.3;46;198;35;1
574;Poor-D;165.7;63.5;20;83;121;36.4;19.1;36;273;24;1
575;Good-B;158.6;45.8;24.2;76;118;20;18.3;29;158;28;0
576;Good-B;174.5;72.4;20;88;135;42;15.8;39;194;59;1
577;Poor-D;172.1;65.74;22.3;77;130;36.3;3.7;26;214;42;1
578;Excellent-A;164.7;56.1;14.1;88;136;41;14.5;48;216;45;1
579;Good-B;163.3;55;25.6;78;140;27.6;16.4;25;126;51;0
580;Good-B;162.1;45;19.4;74;127;24.3;19.6;27;169;39;0
581;Poor-D;169.5;75.6;28.1;75;134;47;19.1;28;209;40;1
582;Common-C;163.5;56.18;28.2;67;100;24.9;12.8;27;161;25;0
583;Poor-D;155.6;82;47.1;97;157;22.1;5.1;12;95;58;0
584;Excellent-A;181.2;94.72;15.8;90;151;43.6;16.6;53;260;29;1
585;Poor-D;172.1;72.4;16.1;83;155;42.5;7.7;57;234;24;1
586;Good-B;167.5;65.5;17.8;83;158;43.6;9.7;34;180;58;1
587;Poor-D;156.3;44.9;24.3;55;107;23.9;-2.7;23;133;38;0
588;Common-C;172.1;71.52;23.7;64;106;37.2;3;42;185;62;1
589;Excellent-A;156.4;48.5;18.2;77;129;29.7;28.6;38;168;35;0
590;Excellent-A;159.3;47.9;19.2;96;125;27.4;25.4;57;211;31;0
591;Excellent-A;163.5;53.8;17.3;76;124;35.7;16.3;44;193;51;1
592;Common-C;174.9;75.1;18.2;79;122;39.7;15;44;200;24;1
593;Excellent-A;175.2;71.5;12.6;96;145;45.2;18.1;47;224;30;1
594;Good-B;172.5;80.8;19.9;86;124;49.3;17.5;55;212;36;1
595;Excellent-A;158.5;53.56;19.5;74;122;27.1;19.1;43;185;36;0
596;Excellent-A;160;62.4;31.3;69;118;32.5;21.9;42;177;26;0
597;Poor-D;175.5;88.1;31;97;159;50.1;27.3;37;194;39;1
598;Common-C;169.1;70.8;28;74;125;38.3;12.3;38;205;28;1
599;Excellent-A;175.1;76.2;19.7;80;152;44.8;17.9;48;240;31;1
600;Common-C;167.1;69.5;26;51;117;46.5;8.6;42;201;32;1
601;Good-B;153.9;58.8;32.3;72;141;28.7;19.2;45;167;21;0
602;Good-B;164.3;74;29.3;91;134;32.9;16;28;191;60;1
603;Common-C;172.8;76.4;18.4;75;125;34.6;14.5;58;226;23;1
604;Common-C;186.4;92.5;11.2;75;124;47;24.9;71;255;21;1
605;Poor-D;164;51.7;24.5;66;113;19;-14.3;12;150;45;0
606;Excellent-A;168.5;68.2;19.6;79;121;50.4;23.6;54;223;31;1
607;Excellent-A;168.4;63.38;19.4;77;130;44.2;17.5;51;227;31;1
608;Poor-D;169.9;95.5;33;91;152;43.8;11.9;30;190;26;1
609;Common-C;162.7;51.1;25.5;56;108;17.1;17.1;20;136;43;0
610;Common-C;168.6;60.2;24.5;77;131;30;18.9;32;159;28;0
611;Poor-D;157.5;45.5;11.2;80;133;31.1;4.6;41;216;21;1
612;Poor-D;170.3;64.6;16.6;70;109;38.2;2.1;53;228;26;1
613;Common-C;168.2;77.9;31.6;69;116;34.4;17.5;48;176;21;0
614;Common-C;169.3;71.1;21.2;85;128;50.1;17.1;58;234;21;1
615;Poor-D;172.1;72.5;28.1;88;119;34.2;16.8;31;194;37;1
616;Common-C;167.2;69.7;26.1;89;147;36.1;2.3;32;145;61;1
617;Excellent-A;160.7;49.24;22;84;119;29.2;19.4;44;197;29;0
618;Excellent-A;163.3;62.54;34.8;81;151;24.2;22.5;34;135;59;0
619;Good-B;173;70.3;11.2;76;138;43;15.4;54;260;21;1
620;Excellent-A;171;67.3;11;67;120;49.7;22.5;57;260;21;1
621;Excellent-A;176;80.5;12;73;135;48.7;20.2;61;245;26;1
622;Excellent-A;166.9;73.6;26.6;95;156;45.1;17.3;53;202;31;1
623;Poor-D;158.1;56.3;29.6;60;105;21.9;6.1;19;141;25;0
624;Good-B;166;55.8;26.4;63;108;27;21;38;165;23;0
625;Excellent-A;170.4;66;17.1;95;136;40.8;19.7;55;239;36;1
626;Excellent-A;163.8;54.2;35.8;72;107;26.6;19.3;35;156;25;0
627;Good-B;185.6;87.1;19.5;99;159;51.6;14.2;41;225;44;1
628;Poor-D;158.3;64.1;25.5;92;158;40;18.5;47;204;34;1
629;Poor-D;160.5;67.9;26.7;91;157;41.3;6.5;27;180;64;1
630;Good-B;158.7;67.2;36.8;83;133;31.1;15.9;32;156;23;0
631;Excellent-A;165.4;65.9;15.7522;77;118;38.5;26.2;50;184;42;0
632;Good-B;159.6;50.8;27.3;77;120;21;17.6;36;174;28;0
633;Good-B;176.5;69.88;17;79;159;43.2;16.9;50;220;22;1
634;Common-C;167.4;57.1;19.7;64;125;34.7;3.4;33;161;61;1
635;Excellent-A;166;76.1;19.1;77;140;37.1;17.8;61;226;22;1
636;Poor-D;163.5;70.4;25.6;86;132;34.8;15.7;46;196;32;1
637;Good-B;158.6;59.74;27.1;80;120;23.2;22;20;156;56;0
638;Excellent-A;170.7;66.8;15.9;70;132;48.5;20.2;56;245;25;1
639;Poor-D;185.8;83.6;13.4;90;142;45;-6.2;59;232;21;1
640;Excellent-A;152.7;48.08;27;66;126;29.3;21;41;182;23;0
641;Common-C;153.6;54.7;39;74;117;22.5;16;38;137;28;0
642;Poor-D;172;72;28.6;80;120;29.2;1.8;45;213;23;1
643;Common-C;155.9;58.2;37.2;80;110;27.9;18.6;19;146;45;0
644;Good-B;172.5;73.9;21.2;76;137;40;13.5;36;189;60;1
645;Poor-D;168.7;62.3;22.7;63;113;35.2;-6.9;28;195;33;1
646;Good-B;170.4;68.8;23.4;96;146;41.6;13.2;47;218;53;1
647;Common-C;169;73.8;17.7;62;127;40.7;12.7;63;236;22;1
648;Poor-D;167.4;82.9;33.4;87;145;39.3;2.8;17;185;45;1
649;Common-C;185.3;93.14;19;89;149;44.3;14.5;51;230;31;1
650;Common-C;185;88.1;18;66;123;42.7;5.3;45;222;25;1
651;Common-C;169.9;62.7;19.9;67;130;39;24.8;57;192;39;1
652;Common-C;163.3;57.2;25.2;66;112;30;12.9;30;138;22;0
653;Common-C;181.9;87.3;24.8;68;125;47.7;5.8;49;193;26;1
654;Common-C;151.7;44.1;26.6;87;128;20.2;15.2;21;113;35;0
655;Common-C;180.1;75.4;18.5;65;135;51.8;9;58;220;28;1
656;Poor-D;184.4;85.7;18.5;92;138;49.8;13.7;46;223;39;1
657;Poor-D;171.5;75.36;27.1;88;156;42.5;21.9;51;217;29;1
658;Excellent-A;180.1;82.4;15.1;88;130;54.7;20;50;210;40;1
659;Good-B;168.4;75;19;74;119;44;16.4;41;195;46;1
660;Common-C;159.6;61.9;38.3;79;113;24;20.3;27;146;29;0
661;Excellent-A;165.9;68.7;16.5;73;157;54.1;24.5;68;220;26;1
662;Excellent-A;176.7;72.7;9.7;72;114;50.6;14.4;48;212;36;1
663;Excellent-A;174.4;64.4;29.1;81;109;34;21.5;45;156;27;0
664;Good-B;168;83.5;22.9;87;139;55.9;13;61;222;36;1
665;Poor-D;161.7;50;24.8;75;122;18.2;15.5;20;114;24;0
666;Excellent-A;163.5;52;19.3;68;119;27.9;25.5;40;184;26;0
667;Common-C;175.1;70.8;34.2;93;136;31.3;24.4;40;179;23;0
668;Common-C;153;51.7;27.5;81;144;24.2;16.4;24;132;48;0
669;Poor-D;162.7;74.8;31.3;79;140;36.6;3.9;24;160;56;1
670;Common-C;179;78.6;17.5;60;139;38.8;16.5;64;263;23;1
671;Good-B;167.1;59.9;18.8;85;121;42.1;14.9;42;206;44;1
672;Poor-D;163.3;45.3;17;70;110;21.8;1.2;18;140;21;0
673;Poor-D;174.7;76.2;20.5;77;113;43.4;23.4;34;239;42;1
674;Good-B;159;59.5;30;99;157;24.5;23;32;160;52;0
675;Common-C;171.1;72.7;26.3;84;145;38.9;7.2;41;199;26;1
676;Good-B;184.3;89.5;17.8;77;127;54.7;21.7;54;234;29;1
677;Excellent-A;163.4;55.92;30.9;85;116;28.3;31.5;43;186;21;0
678;Common-C;162.6;63.2;34.4;81;123;22.5;16.2;11;120;60;0
679;Excellent-A;163.5;54.5;25;79;112;26.1;25.4;41;175;25;0
680;Poor-D;162.6;63.8;17.9;69;130;39.1;5.2;45;191;23;1
681;Poor-D;163.7;61;38.3;89;122;17.6;7.9;0;113;24;0
682;Poor-D;180.8;78;25.9;81;140;39.1;0.1;22;187;53;1
683;Poor-D;159.6;79.9;43.8;87;138;19.6;11.1;14;160;51;0
684;Poor-D;163.9;67;30;54;106;27.9;6;24;180;37;0
685;Poor-D;155;71.1;24.6;75;123;26.3;6.7;22;144;37;0
686;Poor-D;172.6;78.26;30.7;120;158;40.1;6.6;28;199;37;1
687;Common-C;175.2;70.8;15.5;66;114;44.4;11;44;196;23;1
688;Common-C;153.3;52.3;37;69;113;15.8;16.8;10;118;61;0
689;Excellent-A;167.8;69.6;24.2;97;166;41.7;14.8;58;212;50;1
690;Common-C;170.6;62.8;32.8;81;129;19.2;19.1;21;172;38;0
691;Excellent-A;179;79;13.5;91;140;56.7;29.3;62;259;35;1
692;Good-B;154.5;60.4;33.8;76;126;26.5;22.3;28;165;26;0
693;Excellent-A;172.5;62.4;6.3;76;118;41.8;18.7;53;241;25;1
694;Common-C;176.5;70.9;19.1;76;129;31.9;3.6;28;151;62;1
695;Good-B;159.4;69.2;35.9;78;133;31.2;22.4;31;168;34;0
696;Common-C;153.6;49.4;31.9;66;115;19.6;24.8;33;135;32;0
697;Good-B;166.3;52.3;26.5;98;129;30;20.5;43;146;27;0
698;Common-C;169.3;71.1;20;79;136;45.8;17.2;52;223;33;1
699;Poor-D;172.9;82.7;24.9;75;131;52.3;-7.5;28;203;30;1
700;Excellent-A;168.9;72.28;21.6;98;146;38.5;16.8;36;182;56;1
701;Excellent-A;187;85.3;14.6;95;151;54.5;17;59;234;29;1
702;Excellent-A;167.9;65.5;18.7;68;150;47.2;21.7;57;247;36;1
703;Poor-D;158.2;55.9;27.14;96;141;26.8;6.3;19;129;47;0
704;Excellent-A;153.3;66.3;38.5;83;151;28.1;21.3;29;118;64;0
705;Common-C;172.9;67.5;18.7;70;113;42.4;8;32;183;55;1
706;Excellent-A;151.5;49.8;31.1;73;117;25.7;18.7;37;165;27;0
707;Excellent-A;166.6;64.6;20.3;95;145;30.8;23.6;42;168;38;0
708;Good-B;174.8;72.4;11.6;85;148;54.6;17.5;52;259;24;1
709;Common-C;165.2;67.5;30.4;72;123;27.4;19.9;35;177;41;0
710;Good-B;157.8;57.6;32;79;128;27.4;19.8;19;148;58;0
711;Poor-D;178;82.2;29.3;80;123;32.5;23.6;36;214;28;1
712;Common-C;163.1;55.2;32.3;70;95;25.1;12.8;23;133;23;0
713;Poor-D;168.7;76.1;27.5;84;139;34.5;2;0;0;58;1
714;Common-C;158;52.4;30.9;77;112;27.6;27.1;34;170;21;0
715;Excellent-A;171.1;68.4;18.5;66;106;39;18.7;52;232;34;1
716;Poor-D;177.8;86.3;26.3;85;136;54.1;11.3;27;205;50;1
717;Good-B;149.1;60;37.1;82;139;22.5;17.4;20;119;62;0
718;Excellent-A;174.5;76.8;14.6;91;154;51.9;16;58;237;27;1
719;Poor-D;145.8;58.6;45.8;86;138;19.9;13.2;10;50;52;1
720;Poor-D;155;62;31.8;62;106;28;26.5;19;160;44;0
